VISA,URL,SECTION,DESCRIPTION
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,ERFORDERLICHE UNTERLAGEN,"Formular ""Angaben zur Ausstellung eines Aufenthaltsdokument-GB"" (ausgefüllt)                                

                                    (unter ""Formulare"")
Das Formular ist für jede Person auszufüllen, die ein Aufenthaltsdokument-GB erhalten möchte.                                



                                Gültiger Pass                                 

                                    Der Pass muss bei Vorsprache noch mindestens 6 Monate gültig sein.                                




                                        1 aktuelles biometrisches Passfoto 


                                    Das Foto muss aktuell sein. Es muss die Anforderungen an Fotos für elektronische Reisepässe erfüllen.                                



                                Eheleute: Heiratsurkunde oder Urkunde über eine eingetragene gleichgeschlechtliche Lebenspartnerschaft                                



                                Für minderjährige Kinder: Geburtsurkunde und aktuelle Schulbescheinigung                                

                                    Die Schulbescheinigung sollte bei Vorsprache nicht älter als 14 Tage sein.                                



                                Sofern vorhanden: Bisherige Aufenthalts-Dokumente nach dem EU-Freizügigkeitsrecht                                

                                    Nur, wenn Ihnen oder Familienangehörigen eines der folgenden Dokumente von einer deutschen Ausländerbehörde ausgestellt worden ist:
AufenthaltskarteDaueraufenthaltskarte oderBescheinigung über das Daueraufenthaltsrecht für Unionsbürger 



                                Beschäftigte: Unterlagen zum Arbeitsverhältnis                                

aktuelle Bescheinigung des Arbeitsgebers über Art und Dauer der Beschäftigungletzte Gehaltsabrechnung 



                                Selbständige und freiberuflich Tätige: Unterlagen zur Tätigkeit                                

Handelsregisterauszug oder GewerbeanmeldungLetzter Steuerbescheid 



                                Studierende: aktuelle Immatrikulationsbescheinigung                                



                                Nicht Erwerbstätige: Nachweise über den Lebensunterhalt                                

Nachweise über Einkommen (z.B. einen Rentenbescheid),aktuelle Bescheinigung des Versicherers über ausreichenden Krankenversicherungsschutz 



                                Bei Bezug von Leistungen nach SGB II oder XII: aktueller Bescheid                                

Leistungen nach SGB II (sogenanntes „Hartz IV“): Bescheid des JobcentersLeistungen nach SGB XII (Grundsicherung): Bescheid des Sozialamts 



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Wohnungsgeberbestätigung 



                                Nur in bestimmten Fällen zur Prüfung des Rechts zum Daueraufenthalt: Nachweise über den ständigen Aufenthalt in Deutschland                                

Sie werden zum Zeitpunkt Ihrer Vorsprache bereits mindestens 5 Jahre in Deutschland gelebt haben?Und Sie sind erst vor weniger als 5 Jahren nach Berlin gezogen?Dann bringen Sie bitte Nachweise über ihren vorherigen Wohnsitz in Deutschland mit (zum Beispiel Steuerbescheid, alten Mietvertrag oder ähnliches)."
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,FORMULARE,"Formular ""Angaben zur Ausstellung eines Aufenthaltsdokument-GB"""
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,GEBÜHREN,"22,80 Euro: bis zum vollendeten 24. Lebensjahr37,00 Euro: ab dem vollendeten 24. Lebensjahrkeine: bei bisherigem Besitz einer Daueraufenthaltskarte"
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,RECHTSGRUNDLAGEN,Freizügigkeitsgesetz/EU (FreizügG/EU) § 16
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Das Aufenthaltsdokument-GB wird nach Ihrer Vorsprache als elektronischer Aufenthaltstitel bei der Bundesdruckerei bestellt.
Nach 5 bis 6 Wochen wird das Aufenthaltsdokument-GB per Post an Sie übersendet. Eine erneute Vorsprache ist dann nicht nötig."
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,WEITERFÜHRENDE INFORMATIONEN,"FAQ des Landesamtes für Einwanderung zum Brexit





                                    Bescheinigung über die Anmeldung einer Wohnung





                                    Muster: Wohnungsgeberbestätigung"
Aufenthaltsdokument-GB,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330043/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,VORAUSSETZUNGEN,"Zeitpunkt des Antrags                                


                                    Der Antrag auf Erteilung der Aufenthaltserlaubnis muss nach Vollendung des 15. und vor Vollendung des 21. Lebensjahres sowie vor Ablauf von fünf Jahren seit der Ausreise gestellt werden.
Bei einer besonderen Härte kann hiervon abgesehen werden.                                



                                Acht Jahre rechtmäßiger Aufenthalt                                


                                    Vor der Ausreise muss sich der Ausländer bzw. die Ausländerin für mindestens acht Jahre rechtmäßig im Bundesgebiet aufgehalten haben.
Davon kann abgesehen werden, wenn im Bundesgebiet ein anerkannter Schulabschluss erworben wurde oder bei einer besonderen Härte.                                



                                Sechs Jahre Schulbesuch                                


                                    Vor der Ausreise muss der Ausländer bzw. die Ausländerin mindestens sechs Jahre lang eine Schule im Bundesgebiet besucht haben.
Zur Vermeidung einer besonderen Härte kann hiervon abgesehen werden.                                



                                Gesicherter Lebensunterhalt                                


                                    Der Lebensunterhalt muss entweder aus eigener Erwerbstätigkeit gesichert werden oder durch eine Unterhaltsverpflichtung, die für mindestens fünf Jahre von einer anderen Person übernommen wird.                                



                                Erleichterte  für Opfer von Zwangsverheiratungen                                


                                    Für Opfer von Zwangsverheiratungen, die von der Rückkehr nach Deutschland abgehalten wurden, gelten erleichterte . Die Umstände der Zwangsverheiratung und des erzwungenen Auslandsaufenthalts müssen glaubhaft dargelegt werden können.
Der Antrag muss in solchen Fällen innerhalb von drei Monaten nach Wegfall der Zwangslage, spätestens jedoch fünf Jahre nach der Ausreise aus dem Bundesgebiet gestellt werden.
Zudem muss gewährleistet erscheinen, dass der oder die Betroffene sich aufgrund der bisherigen Ausbildung und Lebensverhältnisse in die hiesigen Lebensverhältnisse einfügen kann.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich"
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,ERFORDERLICHE UNTERLAGEN,"Gültiger Pass oder Passersatz                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Alle deutschen Schulzeugnisse und Schulabschlüsse (Original und Kopie)                                



                                Nachweise zum Lebensunterhalt (im Original und Kopie)                                

                                    Wenn eine Unterhaltsverpflichtung durch eine dritte Person abgegeben werden soll, muss diese Folgendes vorlegen:

Arbeitnehmer: Arbeitsvertrag, aktuelle Bescheinigung des Arbeitgebers über ein ungekündigtes Arbeitsverhältnis (nicht älter als 14 Tage), die letzten sechs GehaltsabrechnungenSelbstständige: vom Steuerberater, Wirtschaftsprüfer oder Steuerbevollmächtigten ausgefüllter Prüfungsbericht zusammen mit den darin genannten Unterlagen, wie z.B. Handelsregisterauszug (s. bei Formulare)Mietvertrag oder Nachweis über WohneigentumPass oder Personalausweis
Wenn der Lebensunterhalt aus eigenen Mitteln gesichert werden soll, muss Folgendes vorgelegt werden:

Nachweise über eine beabsichtigte Erwerbstätigkeit, mit Angabe des daraus erwarteten Einkommensein Mietvertrag oder ein Nachweis über Wohneigentum sowieeine Krankenversicherung 



                                Formular Antrag auf Erteilung eines Aufenthaltstitels (ausgefüllt)                                

                                    verfügbar in den Sprachen Deutsch, Englisch, Französisch, Italienisch, Griechisch, Türkisch, Vietnamesisch, Spanisch, Portugiesisch, Russisch, Serbisch und Bosnisch                                



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Links“"
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,FORMULARE,"Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Griechisch-Türkisch-Vietnamesisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Spanisch-Portugiesisch-Russisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Serbisch-Bosnisch)





                                        Prüfungsbericht (für Selbständige und Freiberufler)"
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,GEBÜHREN,"100,00 Euro: für die Erteilung der Aufenthaltserlaubnis93,00 Euro: für die Verlängerung der Aufenthaltserlaubnis37,00 Euro (maximal): für türkische Staatsangehörige"
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 37
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Am besten ist eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft."
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters"
Aufenthaltserlaubnis bei einem Recht auf Wiederkehr,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326237/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis für in anderen EU-Staaten langfristig Aufenthaltsberechtigte,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/325475/,VORAUSSETZUNGEN,"Rechtsstellung eines langfristig Aufenthaltsberechtigten in einem anderen EU-Mitgliedsstaat                                


Ein Anspruch auf die Aufenthaltserlaubnis besteht grundsätzlich nur dann, wenn in einem anderen EU-Mitgliedsstaat nach der EU-Richtlinie 2003/109/EG vom 25.11.2003 ein Aufenthaltstitel mit der Bezeichnung „Daueraufenthalt-EG“ oder „Daueraufenthalt-EU“ in der jeweiligen Amtssprache erteilt wurde.Ein unbefristeter Aufenthaltstitel ohne diesen Zusatz ist regelmäßig nicht ausreichend.Nur in Ausnahmefällen kann der Nachweis der Rechtsstellung eines langfristig Aufenthaltsberechtigten durch eine schriftliche Bestätigung der Behörden des anderen EU-Mitgliedsstaats erbracht werden. Die Aufenthaltserlaubnis kann dann nur im Wege des Ermessens erteilt werden. 



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
